id,title,image,content,author_username,post_type,views,created_at,updated_at
fb75ea9d-a6af-491e-96ef-4ddeb6eec518,Reaksi fans terhadap susunan pemain lawan Irak,null,"Banyak fans terkejut dengan keputusan pelatih. Di media sosial ramai perdebatan — ada yang mendukung keputusan itu, ada juga yang tidak setuju.",user21,personal,14474,2024-06-20 19:37:12,2024-08-16 20:45:40
edd6151d-177f-44bf-9be6-a55429b03063,Kinerja Gilang sebagai penyerang,null,"Gilang bermain sebagai penyerang dan menunjukkan permainan yang cukup baik. Beberapa umpan akurat, tapi penyelesaian akhir masih kurang. Masih bisa berkembang.",user31,personal,18740,2024-07-11 14:58:02,2024-09-05 10:22:33
d3b31793-116e-4e6b-9e60-5ffd06aff9a5,Kinerja Ilham sebagai penyerang,null,"Ilham bermain sebagai penyerang dan menunjukkan permainan yang cukup baik. Beberapa umpan akurat, tapi penyelesaian akhir masih kurang. Masih bisa berkembang.",user78,official,9378,2023-12-24 11:26:07,2024-02-21 09:59:57
8823c7e8-4086-4df2-a6ae-b4406965cd3e,Prediksi susunan pemain lawan Australia (3-4-3),null,Diperkirakan Evan akan bermain di lini depan. Campuran pemain muda dan senior membuat keseimbangan menarik. Apa pilihan kalian?,user6,personal,14444,2023-02-21 19:55:11,2023-04-19 02:25:28
8876251b-3822-4d9d-9a34-ac693fc14d3b,Kinerja Andi sebagai sayap,null,"Andi bermain sebagai sayap dan menunjukkan permainan yang cukup baik. Beberapa umpan akurat, tapi penyelesaian akhir masih kurang. Masih bisa berkembang.",user70,personal,17394,2025-02-18 12:15:52,2025-03-16 23:17:57
7adbf283-5819-4cbd-8be8-383a29366c10,Prediksi susunan pemain lawan Jepang (3-4-3),null,Diperkirakan Andi akan bermain di lini depan. Campuran pemain muda dan senior membuat keseimbangan menarik. Apa pilihan kalian?,user10,personal,7392,2024-09-09 08:34:27,2024-11-02 11:12:24
908e4f92-ae48-48d1-87d8-e2f56b329bf7,Kinerja Bambang sebagai gelandang,null,"Bambang bermain sebagai gelandang dan menunjukkan permainan yang cukup baik. Beberapa umpan akurat, tapi penyelesaian akhir masih kurang. Masih bisa berkembang.",user75,personal,12172,2023-06-18 07:26:07,2023-07-11 00:16:47
77f76575-13cd-4b45-842a-25097584d8bd,Ide taktik baru untuk menghadapi Korsel,null,Mungkin formasi 3-5-2 bisa digunakan untuk melawan Korsel. Menekan sejak menit 23 bisa memberi efek kejutan. Bagaimana menurut kalian?,user53,personal,4580,2023-03-12 10:39:05,2023-03-16 01:21:42
2728edad-5b1f-4aaa-85c8-b3f8442f0697,Kinerja Fajar sebagai gelandang,null,"Fajar bermain sebagai gelandang dan menunjukkan permainan yang cukup baik. Beberapa umpan akurat, tapi penyelesaian akhir masih kurang. Masih bisa berkembang.",user70,personal,19245,2023-08-29 01:01:52,2023-10-08 07:46:55
f9991aab-f9e3-47a4-9f82-99f89d1f0268,Reaksi fans terhadap susunan pemain lawan Irak,null,"Banyak fans terkejut dengan keputusan pelatih. Di media sosial ramai perdebatan — ada yang mendukung keputusan itu, ada juga yang tidak setuju.",user28,official,14571,2024-01-02 18:55:01,2024-02-07 00:02:12
d9112a16-6c5c-4a31-97d3-3256ad7a817f,Ulasan: Indonesia 1-0 Korsel di Gelora Bung Karno,null,"Laga di Gelora Bung Karno berlangsung sengit. Indonesia tampil cukup baik di babak pertama; Evan berperan penting di menit 52. Skor akhir 1-0. Pertahanan masih perlu ditingkatkan, tapi serangan dari sayap cukup menjanjikan.",user59,personal,6950,2025-09-23 20:28:35,2025-11-20 19:55:38
1ceb3b10-1620-4a79-9883-c7f7aa7dd645,Ulasan: Indonesia 0-4 Korsel di Jakarta,null,"Laga di Jakarta berlangsung sengit. Indonesia tampil cukup baik di babak pertama; Rizky berperan penting di menit 45. Skor akhir 0-4. Pertahanan masih perlu ditingkatkan, tapi serangan dari sayap cukup menjanjikan.",user27,official,7076,2023-12-28 22:49:13,2024-01-29 20:25:10
ba2475b0-cd10-45f4-a75b-f1c2bd663ef1,Prediksi susunan pemain lawan Thailand (3-4-3),null,Diperkirakan Andi akan bermain di lini depan. Campuran pemain muda dan senior membuat keseimbangan menarik. Apa pilihan kalian?,user23,personal,844,2023-07-24 17:58:50,2023-07-26 04:36:27
2adacfa9-e7b6-4adf-acfd-792498eea916,Kinerja Bayu sebagai bek,null,"Bayu bermain sebagai bek dan menunjukkan permainan yang cukup baik. Beberapa umpan akurat, tapi penyelesaian akhir masih kurang. Masih bisa berkembang.",user68,personal,2082,2025-01-09 19:44:11,2025-02-22 08:17:36
7b44e05a-412b-4ad4-bd93-59efcbb8eed9,Prediksi susunan pemain lawan Vietnam (3-4-3),null,Diperkirakan Evan akan bermain di lini depan. Campuran pemain muda dan senior membuat keseimbangan menarik. Apa pilihan kalian?,user59,personal,1993,2025-01-14 01:44:23,2025-02-22 01:34:32
9b1cd5b4-e763-4b2a-842f-687e0cb17f57,Ide taktik baru untuk menghadapi Irak,null,Mungkin formasi 3-5-2 bisa digunakan untuk melawan Irak. Menekan sejak menit 23 bisa memberi efek kejutan. Bagaimana menurut kalian?,user78,personal,2152,2023-07-16 00:45:48,2023-08-11 17:35:49
